Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
KDP;378130;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;1406700000;1419100000;11120000000;-4778000000;6342000000;-3964000000;-3962000000;;;2378000000;-673000000;-654000000;1705000000;-11000000;1694000000;-440000000;1254000000;;1254000000;1254000000
KDP;378130;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;1407200000;1422100000;11618000000;-5132000000;6486000000;-3939000000;-3978000000;;;2547000000;-621000000;-604000000;1752985123;-173000000;1753000000;-428000000;1325000000;;1325000000;1325000000
KDP;378130;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;1417600000;1428500000;12683000000;-5706000000;6977000000;-4083000000;-4153000000;;;2894000000;-498000000;-500000000;2793290053;402000000;2798000000;-653000000;2145000000;;2146000000;2146000000
KDP;378130;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;1416800000;1428500000;14057000000;-6734000000;7323000000;-4540000000;-4645000000;;;2783000000;-707000000;-693000000;1716320119;-357000000;1719000000;-284000000;1435000000;;1436000000;1436000000
KE;175788;USD;2019;FY;2019-06-30;2019-08-27;2021-08-27;25857000;26082000;1181844000;-1093438000;88406000;-46346000;-46653000;;;42060000;-3575000;-4007000;38485000;;38485000;-6927000;31558000;;31558000;31558000
KE;175788;USD;2020;FY;2020-06-30;2020-08-27;2022-08-30;25243000;25428000;1200550000;-1116709000;83841000;-43920000;-43920000;;;39921000;-6839000;-4361000;25169846;-7925000;25157000;-6961000;18196000;;18196000;18196000
KE;175788;USD;2021;FY;2021-06-30;2021-08-27;2023-08-24;25088000;25284000;1291807000;-1173772000;118035000;-52332000;-52704000;;;65703000;4351000;-2063000;70054000;;70054000;-13263000;56791000;;56791000;56791000
KE;175788;USD;2022;FY;2022-06-30;2022-08-30;2023-08-24;25088000;25284000;1349535000;-1244933000;104602000;-52053000;-53437000;;;52549000;-8818000;-2574000;43731000;;43731000;-12478000;31253000;;31253000;31253000
KE;175788;USD;2023;FY;2023-06-30;2023-08-24;2023-08-24;24904000;25076000;1823429000;-1667264000;156165000;-68436000;-68648000;;;87729000;-12985000;-16110000;74744000;;74744000;-18913000;55831000;;55831000;55831000
KEGX;9076189;USD;2018;FY;2018-12-31;2019-03-15;2020-03-13;8100;8100;521695000;-488608252;32704343;-91436603;-91626000;;-82639000;-58966000;-31809000;-33260213;-90775000;;-90775000;1979000;-88796000;;-88796000;-88796000
KEGX;9076189;USD;2019;FY;2019-12-31;2020-03-13;2020-03-13;408000;408000;413854000;-391051369;23376474;-91090432;-91309000;;-56969000;-67886000;-33507000;-34794870;-101393000;;-101393000;3975000;-97418000;;-97418000;-97418000
KELYA;7962734;USD;2018;FY;2018-12-31;2019-02-14;2021-02-18;38800000;39100000;5513900000;-4541700000;972200000;-884800000;-884800000;;;87400000;-600000;-2299241;-9413902;-96200000;-9400000;27100000;22900000;;22900000;22900000
KELYA;7962734;USD;2019;FY;2019-12-31;2020-02-13;2022-02-17;39100000;39200000;5355600000;-4387200000;968400000;-883100000;-883100000;;;85300000;-1200000;-3100984;116178366;32300000;116400000;-400000;112400000;;112400000;112400000
KELYA;7962734;USD;2020;FY;2020-12-31;2021-02-18;2023-02-16;39300000;39300000;4516000000;-3688400000;827600000;-805600000;-805600000;;;22000000;3400000;-2399863;-107030712;-132200000;-106800000;34000000;-72000000;;-72000000;-72000000
KEM;641260;USD;2018;FY;2019-03-31;2019-05-30;2019-05-30;59082000;59082000;1382818000;-924276000;458542000;-247254000;-202642000;-44612000;;211288000;-30418000;-19204000;180870000;-10439000;170431000;39460000;206587000;;206587000;206587000
KEM;641260;USD;2019;FY;2020-03-31;2020-05-28;2020-05-28;59415000;59415000;1260554000;-840066000;420488000;-244030000;-194766000;-49264000;;176458000;-3340000;-7696000;173118000;-93287000;79831000;-38526000;41381000;;41381000;41381000
KEP;1245486;USD;2021;FY;2021-12-31;2022-04-28;2024-04-30;1283911670;1283911670;52421530400;-55594051778;-3172521377;-2737349048;-2512042348;;;-5909870425;-706697422;-1610025019;-6616567848;439466513;-6177101335;1621228684;-4555872650;;-4555872650;-4555872650
KEX;1067478;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;59557000;59689000;2970697000;-2386801769;584904223;-343117896;-304397000;;-224972000;241131000;-41130000;-46856000;114283362;-85842000;114159000;-35081000;79078000;;78452000;78452000
KEX;1067478;USD;2019;FY;2019-12-31;2020-02-24;2022-02-18;59750000;59909000;2838399000;-2246653742;588023952;-354138484;-313153972;;-219632000;234440277;-52207000;-55994000;189625153;-27373000;189820000;-46801000;143019000;;142347000;142347000
KEX;1067478;USD;2020;FY;2020-12-31;2021-02-23;2023-02-21;59912000;59912000;2171408000;-1729137417;441547903;-300478356;-258272000;;-219921000;140397000;-40592000;-48739000;-462400419;-561156000;-461351000;189759000;-271592000;;-272546000;-272546000
KEX;1067478;USD;2021;FY;2021-12-31;2022-02-18;2024-02-20;60080000;60311000;2246660000;-1865171456;380151150;-303487863;-266911000;;-213718000;76819000;-32468000;-42469000;-290927767;-334952000;-290601000;43830000;-246771000;;-246954000;-246954000
KEX;1067478;USD;2022;FY;2022-12-31;2023-02-21;2024-02-20;60038000;60329000;2784754000;-2265736875;521866957;-338255911;-302692000;;-201443000;184607000;-27911000;-44588000;165027729;8279000;164975000;-42214000;122761000;;122291000;122291000
KEYR;12444415;USD;2020;FY;2020-06-30;2020-09-28;2021-09-28;29000000;;26871;-24846;2025;-8810;-8810;;;-6785;-808;-808;-7593;;-7593;;-7593;;-7593;-7593
KEYS;186556;USD;2018;FY;2018-10-31;2018-12-18;2020-12-17;187000000;191000000;3878000000;-1759725270;2111000000;-1762135108;-1187071374;-624000000;;363095306;-17000000;-71000000;-411000000;;-411000000;576000000;165000000;;165000000;165000000
KEYS;186556;USD;2019;FY;2019-10-31;2019-12-18;2021-12-17;188000000;191000000;4303000000;-1769000000;2534000000;-1823000000;-1155000000;-688000000;;711000000;4000000;-57000000;715000000;;715000000;-94000000;621000000;;621000000;621000000
KEYS;186556;USD;2020;FY;2020-10-31;2020-12-17;2022-12-15;187000000;189000000;4221000000;-1688000000;2533000000;-1768000000;-1097000000;-715000000;;765000000;-4000000;-67000000;761000000;;761000000;-134000000;627000000;;627000000;627000000
KEYS;186556;USD;2021;FY;2021-10-31;2021-12-17;2023-12-15;185000000;187000000;4941000000;-1872000000;3069000000;-1989000000;-1195000000;-811000000;;1080000000;-70000000;-76000000;1010000000;;1010000000;-116000000;894000000;;894000000;894000000
KEYS;186556;USD;2022;FY;2022-10-31;2022-12-15;2023-12-15;185000000;187000000;5420000000;-1970000000;3450000000;-2116000000;-1283000000;-841000000;;1334000000;-49000000;-63000000;1285000000;;1285000000;-161000000;1124000000;;1124000000;1124000000
KFRC;6767707;USD;2018;FY;2018-12-31;2019-02-22;2021-02-26;26034000;26034000;1416322873;-999937228;419254506;-337657902;-329670101;;-6836000;81760625;-4521000;;77209140;;67880000;-19187649;57974439;7104000;57980000;57980000
KFRC;6767707;USD;2019;FY;2019-12-31;2020-02-21;2022-02-25;23186000;23772000;1347387000;-952349000;395038000;-320217000;-314167000;;-6050000;74821000;-3425000;;71396000;;71396000;-16830000;54566000;76296000;130862000;130862000
KFRC;6767707;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;20983000;21395000;1397700000;-1001476000;396224000;-315968000;-310713000;;-5255000;80256000;-5044000;;75212000;;75212000;-19173000;56039000;;56039000;56039000
KFRC;6767707;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;20579000;21212000;1579922000;-1123058000;456864000;-350221000;-345721000;;-4500000;106643000;-7376000;;99267000;;99267000;-24090000;75177000;;75177000;75177000
KFRC;6767707;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;22173000;22173000;1710765000;-1209658000;501107000;-384242000;-379815000;;-4427000;116865000;-14423000;;102442000;;102442000;-27011000;75431000;;75431000;75431000
KFS;11819936;USD;2021;FY;2021-12-31;2022-02-28;2023-03-08;22537000;22537000;94616165;;;-78875000;-48631724;;;-474000;-9407000;-12324563;-5775382;3251000;-6630000;7625673;1863870;4574000;-342000;-836000
KFY;211211;USD;2019;FY;2019-04-30;2019-06-28;2021-06-28;55311000;56096000;1973862000;-123465815;1853896249;-1712312634;-1663721100;;-46489000;140826000;-6486000;-16891000;134340000;;134340000;-29544000;104796000;;102651000;102651000
KFY;211211;USD;2020;FY;2020-04-30;2020-07-15;2022-06-28;54342000;54767000;1977330000;-130438729;1849807177;-1610299010;-1554101095;;-55311000;234584000;-25063000;-22184000;151109624;-58559000;150962000;-43945000;107017000;;104946000;104946000
KFY;211211;USD;2021;FY;2021-04-30;2021-06-28;2023-06-28;53030000;53396000;1819946000;-82002220;1741461712;-1553589844;-1488433167;;-61845000;186516000;7916000;-29278000;163653312;-30732000;163700000;-48138000;115562000;;114454000;114454000
KFY;211211;USD;2022;FY;2022-04-30;2022-06-28;2024-06-28;52807000;53401000;2643455000;-131134222;2510676956;-2038732257;-1980295508;;-63521000;470074000;-37173000;-25293000;432901000;;432901000;-102056000;330845000;;326360000;326360000
KFY;211211;USD;2023;FY;2023-04-30;2023-06-28;2024-06-28;51482000;51883000;2863836000;-266746699;2602585671;-2234658149;-2172420173;;-68335000;358913000;-20603000;-25864000;295276557;-42573000;295737000;-82683000;213054000;;209529000;209529000
KGC;3308077;USD;2018;FY;2018-12-31;2019-03-29;2020-03-30;1249500000;1249500000;3212600000;-2638647167;579758163;-408761303;-133000000;-109200000;-772400000;171116041;-87300000;-60974715;113200000;;113200000;-138800000;-25600000;;-23600000;-23600000
KGC;3308077;USD;2019;FY;2019-12-31;2020-03-30;2021-03-30;1252300000;1262300000;3497300000;-2149357106;1350611544;-389022085;-135800000;;-731300000;960234103;-27300000;-69025557;964100723;361800000;963800000;-246700000;717100000;;718600000;718600000
KGC;3308077;USD;2020;FY;2020-12-31;2021-03-30;2022-03-31;1257200000;1268000000;4213400000;-1915085328;2291169044;-420746137;-117900000;;;1878044873;-100900000;-85368928;1796058753;650900000;1798500000;-439800000;1358700000;;1342400000;1342400000
KGC;3308077;USD;2021;FY;2021-12-31;2022-03-31;2023-03-31;1259100000;1269100000;3734363087;-2708564852;1017976445;-567548354;-126719043;-88200000;;450261268;12200000;-59249423;470081752;-144500000;84300000;-251086672;218228810;249400000;221434539;221566305
